viewId,chartType,queryStr,resolvedQueryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
condom-use-between-men,WorldMap,,,8aa928ef27ac33a6a54814d3971a9feb,condom-use-between-men_v12_850x600.svg,1,16,592878272,12510
condom-use-during-last-high-risk-sex,DiscreteBar,,,fd10e415832a974828bae76028320aab,condom-use-during-last-high-risk-sex_v13_850x600.svg,2,12,607759912,23734
confidence-in-the-effectiveness-of-vaccines-vs-perception-of-importance,ScatterPlot,,,c0fa1e6ab74880adde1472cbf59333d7,confidence-in-the-effectiveness-of-vaccines-vs-perception-of-importance_v18_850x600.svg,2,28,1499096760,29922
confidence-in-un-wvs,WorldMap,,,be175436f7eac1c81093f910dc6e3020,confidence-in-un-wvs_v14_850x600.svg,3,19,393063920,11336
congenital-birth-defect-mortality-rates-in-children-under-5,WorldMap,,,191e432f712db5d7f1f163ee292f6370,congenital-birth-defect-mortality-rates-in-children-under-5_v18_850x600.svg,2,25,636905976,333914
constitutional-protections-lgbt,WorldMap,,,db10a9ad5ffe31abd7ee003fff20a34b,constitutional-protections-lgbt_v89_850x600.svg,2,32,651158728,274109
constraints-on-the-executive-score,WorldMap,,,f4ae492ecd04c4ffe5c5d6bed9096d40,constraints-on-the-executive-score_v58_850x600.svg,4,45,625072016,490701
consumer-price-index,LineChart,,,5e47853bc6bbd448094bcafa0dff3d38,consumer-price-index_v7_850x600.svg,3,32,397857280,307380
consumption-based-carbon-intensity,WorldMap,,,205b3be793261dec2224a956c5217f0c,consumption-based-carbon-intensity_v30_850x600.svg,3,27,676157832,152764
consumption-based-energy-per-capita,WorldMap,,,a46b82dc48f16f8d2993a9c5633ffbfd,consumption-based-energy-per-capita_v8_850x600.svg,2,15,656271960,37025
consumption-co2-emissions,WorldMap,,,c24b023763cd100ee32877897e327f77,consumption-co2-emissions_v38_850x600.svg,4,29,1519276584,169660
consumption-co2-emissions-vs-population,ScatterPlot,,,62305b79de517a5b5ae6da7f3284f574,consumption-co2-emissions-vs-population_v36_850x600.svg,80,241,486404640,2925789
consumption-co2-per-capita,WorldMap,,,a24240a64e814e63910823198e124a80,consumption-co2-per-capita_v43_850x600.svg,2,27,642072512,155628
consumption-co2-per-capita-equity,WorldMap,,,8087ccb3700d810b4d97be07dd0a48ae,consumption-co2-per-capita-equity_v32_850x600.svg,2,26,624859088,155628
consumption-co2-per-capita-vs-gdppc,ScatterPlot,,,cafe07360919fc5d7fa7eeafffc2da73,consumption-co2-per-capita-vs-gdppc_v59_850x600.svg,70,214,1577659336,2238573
consumption-deforestation-per-person,WorldMap,,,c6a242fbf19cbc4cc42a3ba05c406d98,consumption-deforestation-per-person_v3_850x600.svg,4,30,701438696,118127
consumption-energy-intensity,WorldMap,,,b91adbeb838bdbccc55594a07acd0629,consumption-energy-intensity_v7_850x600.svg,1,17,658144816,36898
consumption-of-ozone-depleting-substances,WorldMap,,,a90a1e2dc2ed7934c445736a4575eb92,consumption-of-ozone-depleting-substances_v14_850x600.svg,2,29,647211984,165947
consumption-per-smoker-per-day,WorldMap,,,b47e51a2f4af1a4ddaffa59901ed5bd9,consumption-per-smoker-per-day_v26_850x600.svg,5,47,289162208,174739
consumption-subsidies-for-fossil-fuels,StackedBar,,,3e48f975adecec19a1f62d1db59b371c,consumption-subsidies-for-fossil-fuels_v10_850x600.svg,1,13,677826672,22691
consumption-vs-production-co2-per-capita,ScatterPlot,,,7e2253408299dced916edd9149945c0c,consumption-vs-production-co2-per-capita_v43_850x600.svg,121,370,814492624,3817829
continents-according-to-our-world-in-data,WorldMap,,,7dd58045c2e84f912808749dfcc2169b,continents-according-to-our-world-in-data_v13_850x600.svg,1,13,661898824,9298
contraceptive-prevalence-any-methods-of-women-ages-15-49,WorldMap,,,9a0518d98663e331174d4777e8a1ee27,contraceptive-prevalence-any-methods-of-women-ages-15-49_v18_850x600.svg,1,24,654465888,37768
contraceptive-prevalence-any-methods-vs-modern-methods,ScatterPlot,,,315e744d43ef125bc60ae8be568ec770,contraceptive-prevalence-any-methods-vs-modern-methods_v39_850x600.svg,11,106,293133408,83211
contribution-temp-rise-degrees,LineChart,,,ee0c9b019552c302fe687842ceee0349,contribution-temp-rise-degrees_v9_850x600.svg,9,55,658946576,1509004
contribution-to-temp-rise-by-gas,StackedArea,,,64720df5ca493d5a102c7d4a8daefade,contribution-to-temp-rise-by-gas_v9_850x600.svg,105,133,657471736,4359484
contributions-global-temp-change,LineChart,,,b9cfe994fb34b0342f9e9e70a071ab22,contributions-global-temp-change_v11_850x600.svg,13,52,704050304,1431296
conversion-therapies-banned,WorldMap,,,a574f823315778fbd881ff3688f04d98,conversion-therapies-banned_v55_850x600.svg,2,31,1595308784,251487
conversion-therapy-equaldex,WorldMap,,,133e76fddc471cff18b2756da31f7ba6,conversion-therapy-equaldex_v16_850x600.svg,1,18,500487504,17504
coral-bleaching-events,StackedBar,,,b441ebb52878393c8e53a11825e8864a,coral-bleaching-events_v7_850x600.svg,1,15,679344408,10358
corn-production-land-us,LineChart,,,2d5eb0319239fe1025b81f00cd13e1e9,corn-production-land-us_v3_850x600.svg,2,21,1588998808,10188
corporate-investment-in-artificial-intelligence-by-type,StackedBar,,,304b989f949325dcf78534cb91a20eaf,corporate-investment-in-artificial-intelligence-by-type_v50_850x600.svg,2,18,319386360,2568
correlation-between-child-mortality-and-mean-years-of-schooling-for-those-aged-15-and-older,ScatterPlot,,,9c36dce6f3e1d57ab2600cd9af8b2e35,correlation-between-child-mortality-and-mean-years-of-schooling-for-those-aged-15-and-older_v41_850x600.svg,18,78,694913224,599718
cost-calorie-sufficient-diet,WorldMap,,,6aeba86028c424f0b9f008411e5a4f52,cost-calorie-sufficient-diet_v31_850x600.svg,2,21,514322192,5337
cost-calorie-sufficient-diet-share-food-expenditure,WorldMap,,,cec4fabd48221613b9a28b8980746da4,cost-calorie-sufficient-diet-share-food-expenditure_v16_850x600.svg,1,18,335042576,4915
cost-drugs-extensive-resistant-tb,SlopeChart,,,0681f37ae339e83f92b65dd875e8c48f,cost-drugs-extensive-resistant-tb_v6_850x600.svg,1,43,694931248,14568
cost-foods-healthy-diet,StackedDiscreteBar,,,20b63b929589951b272a4a9a435aa0cb,cost-foods-healthy-diet_v8_850x600.svg,2,20,1585010568,31350
cost-healthy-diet,WorldMap,,,7ee048f5871c027e750b759df25dda0e,cost-healthy-diet_v34_850x600.svg,2,19,476175176,42546
cost-healthy-diet-share-food-expenditure,WorldMap,,,e86df3f47357902ffcab019492ec38b9,cost-healthy-diet-share-food-expenditure_v19_850x600.svg,4,25,348672512,4988
cost-nutritionally-adequate-diet,WorldMap,,,61c0ec535da28c5aa753e9283bc81e35,cost-nutritionally-adequate-diet_v29_850x600.svg,1,24,1599104384,5344
cost-nutritious-diet-share-food-expenditure,WorldMap,,,3424b53ab215c85f196bec85b1e0486a,cost-nutritious-diet-share-food-expenditure_v18_850x600.svg,1,19,721171680,5036
cost-of-generating-electricity-new-capacity-from-different-sources-in-the-us-20082018,LineChart,,,6a81c7490d58601cc64e4570a731392e,cost-of-generating-electricity-new-capacity-from-different-sources-in-the-us-20082018_v8_850x600.svg,1,16,500954296,2033
cost-of-generating-electricity-new-capacity-using-photovoltaic-cells-in-the-us-19762009,LineChart,,,88f98c06912e3d21440db48f22bc1ec2,cost-of-generating-electricity-new-capacity-using-photovoltaic-cells-in-the-us-19762009_v10_850x600.svg,1,13,717147976,1477
cost-of-sequencing-a-full-human-genome,LineChart,,,b6158fe1cbeb7c7d15881ac2e5f7a003,cost-of-sequencing-a-full-human-genome_v24_850x600.svg,2,16,316851024,769
cost-per-gigabase-dna-sequencing,LineChart,,,6a57a3fac8bbb45e4c8ce114438215f1,cost-per-gigabase-dna-sequencing_v16_850x600.svg,2,13,1616444352,740
cost-space-launches-low-earth-orbit,ScatterPlot,,,a472dd3b32b83da0990b3caf55b2f565,cost-space-launches-low-earth-orbit_v22_850x600.svg,2,24,515653032,4274
costs-of-66-different-technologies-over-time,LineChart,,,e4e9cc88255795287b4b307e8f27d761,costs-of-66-different-technologies-over-time_v14_850x600.svg,2,19,713270832,43050
costs-of-polio-vaccines-in-low-income-countries,StackedDiscreteBar,,,1cf6161923cbdb84954c3066b84439d7,costs-of-polio-vaccines-in-low-income-countries_v6_850x600.svg,1,18,700178856,1008
cotton-yield,WorldMap,,,dc5213dc48c722d86102edc1e45da23f,cotton-yield_v12_850x600.svg,8,48,341369512,268933
countries-by-income-classification,StackedArea,,,30f6cfb597d3ddadb483ab752bf7a5de,countries-by-income-classification_v17_850x600.svg,2,15,1637894064,29084
countries-by-legal-status-of-same-sex-marriage,StackedArea,,,066879515da9510152ca16837d9d7138,countries-by-legal-status-of-same-sex-marriage_v29_850x600.svg,4,25,788098992,51006
countries-by-share-of-women-in-parliament,StackedArea,,,571d2bdbf4bc8a2bf95c11a76275ea7d,countries-by-share-of-women-in-parliament_v37_850x600.svg,4,23,1623098632,161841
countries-data-antibiotic-livestock,LineChart,,,43674a26240f05344d5101bf8b2a27e4,countries-data-antibiotic-livestock_v10_850x600.svg,2,13,730782608,277
countries-democracies-autocracies-bti,StackedArea,,,86aeed7c77b5c13e17724fe23f571120,countries-democracies-autocracies-bti_v55_850x600.svg,2,15,719921560,10398
countries-democracies-autocracies-lexical,StackedArea,,,a4fc485185d791d0733f6a57cb84f116,countries-democracies-autocracies-lexical_v54_850x600.svg,8,29,509426936,347368
countries-democracies-autocracies-row,StackedArea,,,70aab6666627771837959a2e8808a30c,countries-democracies-autocracies-row_v47_850x600.svg,7,27,819916824,174202
countries-democracies-nondemocracies-eiu,StackedArea,,,e9bc7bd87fe0a34e2acb6bec3d0c47ef,countries-democracies-nondemocracies-eiu_v54_850x600.svg,2,12,1641995384,12786
countries-democracies-nondemocracies-fh,StackedArea,,,6acdbe289db6da9e60c4005aeefe19fe,countries-democracies-nondemocracies-fh_v56_850x600.svg,2,14,736379560,7991
countries-democracies-nondemocracies-polity,StackedArea,,,9eb613f08a4733d2a10c7d31de0e2dbd,countries-democracies-nondemocracies-polity_v52_850x600.svg,3,15,757430056,115519
countries-democracies-nondemocracies-simplified-lexical,StackedArea,,,026f14b6d0452940269a1b19daa94cd5,countries-democracies-nondemocracies-simplified-lexical_v21_850x600.svg,5,17,365615664,88143
countries-enrolled-in-glass-surveillance-of-antimicrobial-consumption-and-resistance,WorldMap,,,23d12f95b71f7b4c8e8f782874718fff,countries-enrolled-in-glass-surveillance-of-antimicrobial-consumption-and-resistance_v12_850x600.svg,1,18,1657987496,6466
countries-in-which-same-sex-sexual-acts-are-legal,StackedArea,,,93ce6af4af8798e82f15d89d8ca3eb00,countries-in-which-same-sex-sexual-acts-are-legal_v11_850x600.svg,5,21,713333328,233891
countries-joint-adoptions-same-sex-partners,StackedArea,,,393a9fc2a269def3a5e36cf42319a92e,countries-joint-adoptions-same-sex-partners_v35_850x600.svg,2,12,527978360,30648
countries-long-standing-democracies-polity,StackedArea,,,b8a936570ef791d52b0ff2a433e0a6fd,countries-long-standing-democracies-polity_v54_850x600.svg,6,27,753930408,268042
countries-long-standing-electoral-democracies,StackedArea,,,656853e0ce2ea3df0789228b35cd5b54,countries-long-standing-electoral-democracies_v43_850x600.svg,7,48,811441224,303790
countries-long-standing-electoral-democracies-lexical,StackedArea,,,63fe705672feaf1cb598a9bb3cac7420,countries-long-standing-electoral-democracies-lexical_v53_850x600.svg,8,26,360452672,260910
countries-long-standing-liberal-democracies-row,StackedArea,,,5097df817cc019291b1a7d578ab8535b,countries-long-standing-liberal-democracies-row_v47_850x600.svg,7,30,537554528,346921
countries-protecting-core-lgbt-rights,LineChart,,,e7ea7f2bbd540027318b3cd27a114998,countries-protecting-core-lgbt-rights_v32_850x600.svg,4,26,729101952,166176
countries-reporting-progress-in-multi-stakeholder-development-effectiveness-monitoring-frameworks-in-support-of-the-sdgs,StackedDiscreteBar,,,3333b8fe71c97928fd56eb4886d320cd,countries-reporting-progress-in-multi-stakeholder-development-effectiveness-monitoring-frameworks-in-support-of-the-sdgs_v18_850x600.svg,1,16,1631745480,6371
countries-that-adopt-guarantees-for-public-access-to-information,DiscreteBar,,,226600901beef43b63bacadc0e6d14dd,countries-that-adopt-guarantees-for-public-access-to-information_v25_850x600.svg,2,10,768812400,3895
countries-that-are-democratizing-and-autocratizing,StackedArea,,,a02f784ae8574cb80bbd473defd1ddec,countries-that-are-democratizing-and-autocratizing_v85_850x600.svg,5,25,382768264,69937
countries-that-are-democratizing-and-autocratizing-within-regimes,StackedArea,,,3ac6d940a7a0997d2d19e7d03626f10a,countries-that-are-democratizing-and-autocratizing-within-regimes_v90_850x600.svg,4,19,756238064,138924
countries-that-are-long-standing-full-democracies,StackedArea,,,f8df0dd2e3c9642b30c858b105a39594,countries-that-are-long-standing-full-democracies_v60_850x600.svg,7,32,846162320,217717
countries-that-are-parties-to-the-nagoya-protocol,WorldMap,,,efe242f2a73efe103d1b58e069316836,countries-that-are-parties-to-the-nagoya-protocol_v28_850x600.svg,2,24,192306256,24459
countries-that-have-universal-voting-rights,StackedArea,,,3d39b26e8f5eb5e59948e7ea59406383,countries-that-have-universal-voting-rights_v34_850x600.svg,3,15,512809880,131223
countries-that-have-universal-voting-rights-in-practice,StackedArea,,,dea1ff7a68f5825d7311e18e388bc259,countries-that-have-universal-voting-rights-in-practice_v34_850x600.svg,5,17,362312432,131336
countries-third-gender-recognized,StackedArea,,,96f5d1f891a5216ee6408f7efc2a3654,countries-third-gender-recognized_v38_850x600.svg,3,13,775391336,30629
countries-to-access-and-benefit-sharing-clearing-house,WorldMap,,,df6ce7995e1630dba4a272aefebd8e15,countries-to-access-and-benefit-sharing-clearing-house_v24_850x600.svg,2,25,863110768,26102
countries-to-montreal-protocol-and-vienna-convention,WorldMap,,,ee88556a21cc77e38a5a2733bc71b8b3,countries-to-montreal-protocol-and-vienna-convention_v9_850x600.svg,3,23,744081568,217846
countries-to-the-international-treaty-on-plant-genetic-resources,WorldMap,,,22892680161986432a2439a4944ea2c3,countries-to-the-international-treaty-on-plant-genetic-resources_v24_850x600.svg,2,22,794517808,88121
countries-using-ecosystem-based-approaches-to-manage-marine-areas,WorldMap,,,09812a1e62aaa75f5e59e6d2badd120e,countries-using-ecosystem-based-approaches-to-manage-marine-areas_v9_850x600.svg,2,19,522017880,1812
countries-using-the-system-of-environmental-economic-accounting,WorldMap,,,8f1efe7311a7e23550cfcd77f7c8497d,countries-using-the-system-of-environmental-economic-accounting_v7_850x600.svg,1,22,375214632,2918
countries-where-interstate-or-intrastate-wars-took-place,WorldMap,,,ee374c26ff646eb6e338e07313856584,countries-where-interstate-or-intrastate-wars-took-place_v37_850x600.svg,7,47,886228976,752772
countries-with-a-signed-bilateral-investment-treaty,LineChart,,,c7aa03668595a2cbe87a54bd3af2ad05,countries-with-a-signed-bilateral-investment-treaty_v11_850x600.svg,3,17,773515456,3755
countries-with-an-elected-parliament-and-government,StackedArea,,,e0f85a902c9843348cf037f69c065be0,countries-with-an-elected-parliament-and-government_v30_850x600.svg,3,17,771585824,88064
countries-with-an-inforce-bilateral-investment-treaty,LineChart,,,97d5ea3eb6be8c427e76133661f88f31,countries-with-an-inforce-bilateral-investment-treaty_v16_850x600.svg,3,15,223261976,3740
countries-with-independent-national-human-rights-institution,WorldMap,,,7177e12d2c75678d294eadb8857e811e,countries-with-independent-national-human-rights-institution_v36_850x600.svg,2,19,533612056,64095
countries-with-legislative-regulatory-provisions-for-managing-disaster-risk,WorldMap,,,da084cbf849f4185c27fa5bdf1551695,countries-with-legislative-regulatory-provisions-for-managing-disaster-risk_v26_850x600.svg,2,40,388370920,21464
countries-with-national-adaptation-plans-for-climate-change,DiscreteBar,,,f9773fd1ac889139738fe40cc1f2485b,countries-with-national-adaptation-plans-for-climate-change_v11_850x600.svg,4,20,738531136,115
countries-with-national-cervical-cancer-screening-program,WorldMap,,,54429ca2d810d9718f4f79ce8a889746,countries-with-national-cervical-cancer-screening-program_v6_850x600.svg,2,18,233298664,23041
countries-with-requirements-for-face-coverings,StackedArea,,,aa70fe852c47c4bb6af5826b9ee3bc3c,countries-with-requirements-for-face-coverings_v10_850x600.svg,33,76,781156856,1526148
countries-with-restrictions-on-international-travels,StackedArea,,,07b4998ea2925c9024f75b488f6c76d4,countries-with-restrictions-on-international-travels_v6_850x600.svg,32,83,542814480,1526095
countries-with-restrictions-on-public-gatherings,StackedArea,,,6afad61bb37a1e43e4eddc8a77168351,countries-with-restrictions-on-public-gatherings_v10_850x600.svg,27,68,752676104,1524962
countries-with-stats-plan-funded-by-source,WorldMap,,,0dd966598d1356559bdb46cb78d08cc5,countries-with-stats-plan-funded-by-source_v20_850x600.svg,2,19,398402224,25516
country-has-a-civil-register,WorldMap,,,95b09a29f3845f2ae891fc452673868d,country-has-a-civil-register_v12_850x600.svg,3,46,914197416,406079
country-has-a-statistical-agency,WorldMap,,,226a19a6702c1efbd8a602f28360d5af,country-has-a-statistical-agency_v19_850x600.svg,3,44,259340312,350530
country-level-monthly-temperature-anomalies,StackedBar,,,295c4d48aff4cb3e89fe0ca0dc38e7da,country-level-monthly-temperature-anomalies_v20_850x600.svg,155,795,432401456,7712496
country-position-nuclear-weapons,WorldMap,,,8240b6e96fd3807e498d9509121a366b,country-position-nuclear-weapons_v46_850x600.svg,4,30,798929712,1093518
country-reporting-data-on-covid-vaccinations,WorldMap,,,b4c4cf9643a7c0fc0c54a731c886eee5,country-reporting-data-on-covid-vaccinations_v11_850x600.svg,12,59,777605600,1243479
country-scp-plan,WorldMap,,,64b870f87384fd86e2b2336adda81f4f,country-scp-plan_v22_850x600.svg,1,20,224567984,3600
countrys-top-destination-for-exports-of-goods,WorldMap,,,43bb8ebeccf93ee8e606c5284eda24c3,countrys-top-destination-for-exports-of-goods_v26_850x600.svg,5,39,942301960,413439
countrys-top-source-of-imported-goods,WorldMap,,,4fe242e46799470eec68f88e26ceab31,countrys-top-source-of-imported-goods_v22_850x600.svg,3,25,567086000,411240
coverage-by-protected-areas-of-important-sites-for-mountain-biodiversity,WorldMap,,,528d04abce6921dd5417403645ce9c9b,coverage-by-protected-areas-of-important-sites-for-mountain-biodiversity_v27_850x600.svg,3,26,823623528,145084
coverage-of-the-human-papillomavirus-vaccine,WorldMap,,,27ad552b2c77406d95209c4ff6cf0778,coverage-of-the-human-papillomavirus-vaccine_v25_850x600.svg,2,25,239516896,29232
coverage-of-wetlands,WorldMap,,,8be20c0dc1d445375a4e8b4899d2c2a8,coverage-of-wetlands_v12_850x600.svg,1,20,580326016,7175
covid-19-cumulative-confirmed-cases-vs-confirmed-deaths,ScatterPlot,,,d2aa9289dae85da449d6bf5c6130f982,covid-19-cumulative-confirmed-cases-vs-confirmed-deaths_v3127_850x600.svg,3275,5278,838187504,33815006
covid-19-daily-tests-vs-daily-new-confirmed-cases,ScatterPlot,,,f00c9d2d2207912b0cfa521fd383017c,covid-19-daily-tests-vs-daily-new-confirmed-cases_v3461_850x600.svg,3006,4690,748720272,20064700
covid-19-daily-tests-vs-daily-new-confirmed-cases-per-million,ScatterPlot,,,e961d1126b314a405ac417dfe1cd26d0,covid-19-daily-tests-vs-daily-new-confirmed-cases-per-million_v3469_850x600.svg,2929,4698,1296437560,20500236
covid-19-positive-rate-bar,WorldMap,,,ba0f2d26054478f39276c6d185af19aa,covid-19-positive-rate-bar_v465_850x600.svg,17,247,646698848,3040970
covid-19-testing-policy,WorldMap,,,3e6514a84fd046d440050329d741d61b,covid-19-testing-policy_v2831_850x600.svg,36,305,320261624,4967827
covid-19-tests-cases-scatter-with-comparisons,ScatterPlot,,,7236664ea36d8bee68b69b8441322bfa,covid-19-tests-cases-scatter-with-comparisons_v3550_850x600.svg,2696,4454,1314932912,21508370
covid-19-total-confirmed-cases-vs-total-tests-conducted,ScatterPlot,,,97c9d23cfe89f242eea5fa2306c8ba36,covid-19-total-confirmed-cases-vs-total-tests-conducted_v3538_850x600.svg,3070,4622,1074771240,19841234
covid-booster-vaccinated-by-age,LineChart,,,ae63dafec8830f534f87becbfa40ac00,covid-booster-vaccinated-by-age_v915_850x600.svg,90,175,451561544,1636267
covid-contact-tracing,WorldMap,,,e6cb2c3a130ae53e79bd6fe0e51c7c78,covid-contact-tracing_v2832_850x600.svg,58,502,538148504,4967827
covid-containment-and-health-index,WorldMap,,,93a9ff5cb6fff679f6b1881f65c1f387,covid-containment-and-health-index_v2324_850x600.svg,46,467,662785544,5713035
covid-daily-vs-total-cases-per-million,ScatterPlot,,,1edbb9e302bb37ea78fba7861825950e,covid-daily-vs-total-cases-per-million_v3026_850x600.svg,3146,8783,1357598968,36665248
covid-fully-vaccinated-by-age,LineChart,,,1bdf100fce24aaf9810bf85981a90f2b,covid-fully-vaccinated-by-age_v936_850x600.svg,93,129,761664040,1855644
covid-icu-patients-per-million,LineChart,,,7520f2e19f37a91414ef8d1966e978db,covid-icu-patients-per-million_v1496_850x600.svg,15,107,1325815440,1120586
covid-people-vaccinated-marimekko,Marimekko,,,96a218d706209e1379927e03b1ac66c1,covid-people-vaccinated-marimekko_v1017_850x600.svg,378,1469,1157930176,5314589
covid-vaccination-doses-per-capita,LineChart,,,c099cfb0d69302e5550e5d6d84eeb02c,covid-vaccination-doses-per-capita_v1703_850x600.svg,15,103,1377169552,2715041
covid-vaccination-policy,WorldMap,,,e49b0023ee85e69acd4aab88d902b952,covid-vaccination-policy_v905_850x600.svg,33,343,295523488,4967827
covid-vaccinations-vs-covid-death-rate,ScatterPlot,,,78b867361bfcd35c32c2074eb4434ca9,covid-vaccinations-vs-covid-death-rate_v4142_850x600.svg,2408,6100,933826128,19409216
covid-vaccine-age,WorldMap,,,eb01501eb9913b30729d71b185c28137,covid-vaccine-age_v533_850x600.svg,32,374,1424865232,4967827
covid-vaccine-booster-doses-per-capita,LineChart,,,1dd4fc257a7d83ba695106c2eb02513e,covid-vaccine-booster-doses-per-capita_v1710_850x600.svg,16,82,860682008,1889566
covid-vaccine-by-age,LineChart,,,cb3e4356c0982fce734a09e624952af7,covid-vaccine-by-age_v904_850x600.svg,80,118,307667296,1903703
covid-vaccine-doses-by-manufacturer,StackedArea,,,25acabc0801c7a56c87c34f31e1e1006,covid-vaccine-doses-by-manufacturer_v1129_850x600.svg,908,1025,393289624,21706550
covid-vaccine-share-boosters,LineChart,,,65f34043f745c228c87f022b58e2e367,covid-vaccine-share-boosters_v1664_850x600.svg,2,19,833451264,40205
covid-vaccine-willingness-and-people-vaccinated-by-month,StackedBar,,,32ceaaf42ef21659b5e295141d3967b2,covid-vaccine-willingness-and-people-vaccinated-by-month_v82_850x600.svg,2,18,861512904,18990
covid-variants-area,StackedArea,,,4673d337b12d940d87e916c5336ba96b,covid-variants-area_v816_850x600.svg,50,85,886657336,2102196
covid-variants-bar,StackedDiscreteBar,,,aae0d5cc550ac35c252607d8e1d8f9fd,covid-variants-bar_v833_850x600.svg,42,89,309814392,2102196
covid-world-unvaccinated-people,WorldMap,,,cc71b317f8eff6a1844ce46a3da21332,covid-world-unvaccinated-people_v776_850x600.svg,13,239,922741336,2555329
criminal-penalties-or-civil-remedies-sexual-harassment-in-employment,WorldMap,,,68f692a4a727029f8bc086f033c7e640,criminal-penalties-or-civil-remedies-sexual-harassment-in-employment_v47_850x600.svg,3,32,334071136,260445
crop-allocation-farm-size,StackedDiscreteBar,,,ea697207df79d932ed62e6713228412f,crop-allocation-farm-size_v6_850x600.svg,2,17,333283568,2939
cropland-area,WorldMap,,,da89077946fe45a3b762be3ee8f80369,cropland-area_v4_850x600.svg,3,30,358453392,514264
cropland-pasture-per-person,LineChart,,,9d6b4af8257c3fc79059f7b4737fe251,cropland-pasture-per-person_v3_850x600.svg,9,23,947651512,270715
cropland-per-person-over-the-long-term,LineChart,,,c514d98ea03992ea105814516b31a5a8,cropland-per-person-over-the-long-term_v6_850x600.svg,10,43,352378192,893219
cropland-use-over-the-long-term,StackedArea,,,d586ddea3123abcec232b459ad7cb502,cropland-use-over-the-long-term_v9_850x600.svg,10,37,928577800,855812
cross-country-literacy-rates,LineChart,,,0009286df7b983772c9e124f93356810,cross-country-literacy-rates_v43_850x600.svg,2,18,387153152,65533
cross-country-variation-in-altruism,WorldMap,,,191307e8879f3703bd60931c4348a8f1,cross-country-variation-in-altruism_v17_850x600.svg,1,15,944968680,2708
cross-country-variation-in-negative-reciprocity,WorldMap,,,02a7b51de4895c8cee9be77f27a58685,cross-country-variation-in-negative-reciprocity_v16_850x600.svg,2,18,407644376,2696
cross-country-variation-in-patience,WorldMap,,,1f28afd43e485556386505518e3c16c0,cross-country-variation-in-patience_v23_850x600.svg,2,19,959355240,2701
cross-country-variation-in-positive-reciprocity,WorldMap,,,3183c37a51b640abb5162290c63cdca8,cross-country-variation-in-positive-reciprocity_v17_850x600.svg,2,16,375024632,2690
cross-country-variation-in-risk-taking,WorldMap,,,d6aded175d14060f369a4c29ccc8a4ef,cross-country-variation-in-risk-taking_v11_850x600.svg,1,19,972138000,2701
crude-birth-rate,WorldMap,,,295605b40352793f39e7aaf4679cf2ab,crude-birth-rate_v26_850x600.svg,4,38,399647856,571738
crude-death-rate,WorldMap,,,114ac7290daacf272568203e322565d8,crude-death-rate_v12_850x600.svg,5,33,997052896,562372
crude-death-rate-hmd,LineChart,,,9b1fd2b6566431de4a7025d6fc7389c9,crude-death-rate-hmd_v13_850x600.svg,2,20,425684560,144216
crude-death-rate-the-share-of-the-population-that-dies-each-year-gbd,WorldMap,,,3700ce43572ffb3f6de97d1fd715e59a,crude-death-rate-the-share-of-the-population-that-dies-each-year-gbd_v9_850x600.svg,3,29,974883656,333980
crude-death-rate-the-share-of-the-population-that-dies-each-year-who,WorldMap,,,817b6e98541d44873ad0a8d05a8649da,crude-death-rate-the-share-of-the-population-that-dies-each-year-who_v7_850x600.svg,2,22,445518000,135973
crude-oil-prices,LineChart,,,ccfee5169b0404d596c7c91750941a8d,crude-oil-prices_v17_850x600.svg,2,19,1191909752,5547
crude-oil-spot-prices,LineChart,,,a87cdb2cb7ec130ae3f8290e00a3823a,crude-oil-spot-prices_v18_850x600.svg,1,18,435067128,7210
cumulative-area-burnt-by-wildfires-by-week,LineChart,,,37e5fcbf6243a80936a3aec5b54bc86e,cumulative-area-burnt-by-wildfires-by-week_v25_850x600.svg,123,160,1032213656,5148432
cumulative-area-burnt-by-wildfires-last-year,LineChart,,,3a97cdf1e3ba06fd3a51fbbede5cd251,cumulative-area-burnt-by-wildfires-last-year_v40_850x600.svg,46,73,1180036848,1648170
cumulative-co-emissions,LineChart,,,518748ac8a7da3b364a8c8954fae8131,cumulative-co-emissions_v41_850x600.svg,6,34,418353872,907196
cumulative-co-emissions-from-other-industry,WorldMap,,,419c5404802b0c6e1ba2f3e3d4390129,cumulative-co-emissions-from-other-industry_v18_850x600.svg,2,18,433323864,103780
cumulative-co-emissions-released-by-wildfires-by-week,LineChart,,,69bd6d628c865447ade53e5c594923b0,cumulative-co-emissions-released-by-wildfires-by-week_v22_850x600.svg,240,278,1295446928,9122758
cumulative-co-emissions-released-by-wildfires-last-year,LineChart,,,5c458f41f0542ca09008e1c7d0169a68,cumulative-co-emissions-released-by-wildfires-last-year_v35_850x600.svg,44,73,418314168,1776750
cumulative-co2-cement,WorldMap,,,67a623e2a88396ac9599de0d954684e6,cumulative-co2-cement_v26_850x600.svg,6,44,455522448,842613
cumulative-co2-coal,WorldMap,,,4c1c4fb8ee9fdd600df11707f197702c,cumulative-co2-coal_v28_850x600.svg,4,33,1058258496,715231
cumulative-co2-emissions-region,StackedArea,,,364eb6a6f380897274604b37871ab44e,cumulative-co2-emissions-region_v41_850x600.svg,7,43,459352920,907196
